rxn	left_smiles	right_smiles
ACOADAGAT_PALM_ARA_PALM_c	CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS
ACOADAGAT_HDE_MYRS_LNA_c	CCCCC/C=C\C/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS
ACOADAGAT_LNA_EPA_ARA_c	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS
ACOADAGAT_LNA_EPA_GLNA_c	CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS
ACOADAGAT_OLE_EPA_DHA_c	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS
ACOADAGAT_HDE_MYRS_PALM_c	CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS
ACOADAGAT_PALM_PALM_PALM_c	CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS
ACOADAGAT_PALM_EPA_GLNA_c	CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS
ACOADAGAT_HDE_HDE_GLNA_c	CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS
ACOADAGAT_HDE_MYRS_HDE_c	CCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS
ACOADAGAT_HDE_EPA_HDE_c	CCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS
TAGAH_DHA_EPA_DHA_c	[H]O[H]	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)[O-].[H+]
TAGAH_MYRS_EPA_GLNA_c	[H]O[H]	CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)[O-].[H+]
TAGAH_HDE_PALM_LNA_c	[H]O[H]	CCCCC/C=C\C/C=C\CCCCCCCC(=O)[O-].[H+]
TAGAH_HDE_ARA_PALM_c	[H]O[H]	[H+].CCCCCCCCCCCCCCCC(=O)[O-]
TAGAH_PALM_EPA_GLNA_c	[H]O[H]	CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)[O-].[H+]
TAGAH_HDE_HDE_LNA_c	[H]O[H]	[H+].CCCCC/C=C\C/C=C\CCCCCCCC(=O)[O-]
TAGAH_PALM_HDE_PALM_c	[H]O[H]	CCCCCCCCCCCCCCCC(=O)[O-].[H+]
TAGAH_HDE_EPA_GLNA_c	[H]O[H]	CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)[O-].[H+]
TAGAH_HDE_EPA_OLE_c	[H]O[H]	[H+].CCCCCCCC/C=C\CCCCCCCC(=O)[O-]
TAGAH_EPA_EPA_LNA_c	[H]O[H]	[H+].CCCCC/C=C\C/C=C\CCCCCCCC(=O)[O-]
TAGAH_EPA_EPA_GLNA_c	[H]O[H]	CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)[O-].[H+]
TAGAH_EPA_EPA_DHA_c	[H]O[H]	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)[O-].[H+]
TAGAH_MYRS_EPA_EPA_c	[H]O[H]	[H+].CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)[O-]
TAGAH_OLE_EPA_EPA_c	[H]O[H]	[H+].CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)[O-]
TAGAH_HDE_EPA_HDE_c	[H]O[H]	CCCCCC/C=C\CCCCCCCC(=O)[O-].[H+]
TAGAH_EPA_EPA_ARA_c	[H]O[H]	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)[O-].[H+]
DAGAH_MYRS_EPA_c	[H]O[H]	[H+].CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)[O-]
DAGAH_MYRS_DHA_c	[H]O[H]	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)[O-].[H+]
DAGAH_PALM_PALM_c	[H]O[H]	[H+].CCCCCCCCCCCCCCCC(=O)[O-]
DAGAH_PALM_EPA_c	[H]O[H]	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)[O-].[H+]
DAGAH_PALM_DHA_c	[H]O[H]	[H+].CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)[O-]
DAGAH_HDE_MYRS_c	[H]O[H]	[H+].CCCCCCCCCCCCCC(=O)[O-]
DAGAH_HDE_HDE_c	[H]O[H]	[H+].CCCCCC/C=C\CCCCCCCC(=O)[O-]
DAGAH_STC_EPA_c	[H]O[H]	[H+].CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)[O-]
DAGAH_OLE_PALM_c	[H]O[H]	[H+].CCCCCCCCCCCCCCCC(=O)[O-]
DAGAH_OLE_STC_c	[H]O[H]	[H+].CCCCCCCCCCCCCCCCCC(=O)[O-]
DAGAH_EPA_HDE_c	[H]O[H]	CCCCCC/C=C\CCCCCCCC(=O)[O-].[H+]
DAGAH_EPA_OLE_c	[H]O[H]	[H+].CCCCCCCC/C=C\CCCCCCCC(=O)[O-]
DAGAH_DHA_OLE_c	[H]O[H]	CCCCCCCC/C=C\CCCCCCCC(=O)[O-].[H+]
DAGAH_LNA_MYRS_c	[H]O[H]	CCCCCCCCCCCCCC(=O)[O-].[H+]
DAGAH_OLE_LNA_c	[H]O[H]	CCCCC/C=C\C/C=C\CCCCCCCC(=O)[O-].[H+]
DAGAH_LNA_DHA_c	[H]O[H]	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)[O-].[H+]
DAGAH_PALM_GLNA_c	[H]O[H]	CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)[O-].[H+]
DAGAH_HDE_GLNA_c	[H]O[H]	[H+].CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)[O-]
DAGAH_EPA_GLNA_c	[H]O[H]	[H+].CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)[O-]
DAGAH_PALM_ALNA_c	[H]O[H]	[H+].CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)[O-]
DAGAH_MYRS_ARA_c	[H]O[H]	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)[O-].[H+]
DAGAH_PALM_ARA_c	[H]O[H]	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)[O-].[H+]
DAGAH_OLE_ARA_c	[H]O[H]	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)[O-].[H+]
DAGAH_DHA_ARA_c	[H]O[H]	[H+].CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)[O-]
MAGAH140_c	[H]O[H]	CCCCCCCCCCCCCC(=O)[O-].OCC(O)CO.[H+]
MAGAH1819Z_c	[H]O[H]	[H+].OCC(O)CO.CCCCCCCC/C=C\CCCCCCCC(=O)[O-]
MAGAH2055Z8Z11Z14Z17Z_c	[H]O[H]	[H+].OCC(O)CO.CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)[O-]
PLA2PA_EPA_EPA_c	[H]O[H]	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)[O-].[H+]
PLA2PA_EPA_DHA_c	[H]O[H]	[H+].CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)[O-]
PLA2PA_EPA_GLNA_c	[H]O[H]	CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)[O-].[H+]
G3PAT1619Z_h	[*]OP(=O)([O-])OCC(C)(C)C(O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCCC=CCCCCCC.O=P([O-])([O-])OC[C@H](O)CO	[H][S+]([H])[*]([H])([H])[H]
AGPATACP_HDE_PALM_h	[*]SC(=O)CCCCCCCCCCCCCCC	[H][S+]([H])[*]([H])([H])[H]
AGPATACP_HDE_HDE_h	[*]OP(=O)([O-])OCC(C)(C)C(O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCCC=CCCCCCC	CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])O)OC(=O)CCCCCCCC=CCCCCCC.[H][S+]([H])[*]([H])([H])[H]
AGPATACP_EPA_HDE_h	[*]OP(=O)([O-])OCC(C)(C)C(O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCCC=CCCCCCC	[H][S+]([H])[*]([H])([H])[H]
PAPA_HDE_HDE_h	CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])O)OC(=O)CCCCCCCC=CCCCCCC.[H]O[H]	[H]OP(=O)([O-])[O-]
GALE_h	O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)C(=O)N1	O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)C(=O)N1
MGDGD12DS_OLE_HDDE_sn2_h	O=O.[H+].[*][*][Fe+2]1([*][*])[S-2][Fe+3]([*][*])([*][*])[S-2]1	[H]O[H].[*][*][Fe+3]1([*][*])[S-2][Fe+3]([*][*])([*][*])[S-2]1
MGDGD6DS_MYRS_HDTE_sn2_h	[*][*][Fe+2]1([*][*])[S-2][Fe+3]([*][*])([*][*])[S-2]1.O=O.[H+]	[H]O[H].[*][*][Fe+3]1([*][*])[S-2][Fe+3]([*][*])([*][*])[S-2]1
DGDGS_HDE_HDE_h	O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)C(=O)N1	[H+].O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1
DGDGS_EPA_PALM_h	O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)C(=O)N1	[H+].O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1
DGDGS_EPA_HDE_h	O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)C(=O)N1	[H+].O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1
CDPDAGS_OLE_PALM_h	[H+].NC1=NC(=O)N([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C=C1	[H]OP(=O)([O-])OP(=O)([O-])[O-]
PGPP_PALM_PALM_h	[H]O[H].CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)COP(=O)([O-])O)OC(=O)CCCCCCCCCCCCCCC	[H]OP(=O)([O-])[O-].CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)CO)OC(=O)CCCCCCCCCCCCCCC
PGPP_OLE_PALM_h	[H]O[H]	[H]OP(=O)([O-])[O-]
AACPDAGAT_HDE_HDE_HDE_h	[*]OP(=O)([O-])OCC(C)(C)C(O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCCC=CCCCCCC	[H][S+]([H])[*]([H])([H])[H]
AACPDAGAT_OLE_HDE_OLE_h	[*]OP(=O)([O-])OCC(C)(C)C(O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCCCCCCCCC=C	[H][S+]([H])[*]([H])([H])[H]
MGDGH_MYRS_HDE_h	[H]O[H]	[H+].CCCCCCCCCCCCCC(=O)[O-].CCCCCC/C=C\CCCCCCCC(=O)[O-]
MGDGH_OLE_HDE_h	[H]O[H]	[H+].CCCCCCCC/C=C\CCCCCCCC(=O)[O-].CCCCCC/C=C\CCCCCCCC(=O)[O-]
MGDGH_HDE_HDTE_h	[H]O[H]	[H+].CCCCCC/C=C\CCCCCCCC(=O)[O-]
MGDGH_OLE_HDTE_h	[H]O[H]	CCCCCCCC/C=C\CCCCCCCC(=O)[O-].[H+]
MGDGH_EPA_HDTE_h	[H]O[H]	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)[O-].[H+]
DGDGH_HDE_PALM_h	[H]O[H]	[H+].CCCCCC/C=C\CCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCC(=O)[O-]
DGDGH_OLE_HDE_h	[H]O[H]	CCCCCC/C=C\CCCCCCCC(=O)[O-].[H+].CCCCCCCC/C=C\CCCCCCCC(=O)[O-]
MGDGS_EPA_EPA_c	O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)C(=O)N1	O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1.[H+]
MGDGS_EPA_HDE_c	O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)C(=O)N1	O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1.[H+]
MGDGS_MYRS_PALM_c	O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)C(=O)N1	O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1.[H+]
DGDGS_EPA_HDE_c	O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)C(=O)N1	O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1.[H+]
DGDGS_PALM_PALM_c	O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)C(=O)N1	O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1.[H+]
DGDGGH_EPA_EPA_c	[H]O[H]	OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
MGDGGH_EPA_EPA_c	[H]O[H]	OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
MGDGGH_OLE_HDE_c	[H]O[H]	OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
FACOAL_C204_x	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)[O-].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H]OP(=O)([O-])OP(=O)([O-])[O-]
KAT220_x	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS	CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-].CCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
HADH183_3H6Z9Z12Z_x	NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1	[H+].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1
KAT183_3OXO6Z9Z12Z_x	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS	CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
DECOAR164_2E4Z7Z10Z_x	NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]	NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1
HADH121_3H6Z_x	NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1	NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]
ACOAOX164_4Z7Z10Z13Z_x	CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](N3C=NC4=C3N=CN=C4N)[C@H](O)[C@@H]1O)C1=NC(=O)NC(=O)C1=N2	CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N3C=NC4=C3N=CN=C4N)[C@H](O)[C@@H]1O)C1=C(N2)C(=O)NC(=O)N1
DECOAR165_2E4Z7Z10Z13Z_x	[H+].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1	NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1
ACOAOX143_5Z8Z11Z_x	CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](N3C=NC4=C3N=CN=C4N)[C@H](O)[C@@H]1O)C1=NC(=O)NC(=O)C1=N2	CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N3C=NC4=C3N=CN=C4N)[C@H](O)[C@@H]1O)C1=C(N2)C(=O)NC(=O)N1
HADH101_3H7Z_x	NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1	[H+].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1
KAT101_3OXO7Z_x	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS	CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
ACOAOX226_4Z7Z10Z13Z16Z19Z_x	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-].CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](N3C=NC4=C3N=CN=C4N)[C@H](O)[C@@H]1O)C1=NC(=O)NC(=O)C1=N2	CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N3C=NC4=C3N=CN=C4N)[C@H](O)[C@@H]1O)C1=C(N2)C(=O)NC(=O)N1
